REGIÃO;ESTADO;DESTINATÁRIO;ORIGEM;MEDICAMENTO;APRESENTAÇÃO;QUANTIDADE;PEDIDO SISMAT;Pauta;STATUS;DATA DE ENTREGA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;3.000;325842;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;3.300;325842;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;480;325844;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;1.395;325846;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;2.085;325847;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;16.860;325848;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;2.355;325849;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;780;325851;13;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;105;325822;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;288;325853;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.130;325854;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;980;325855;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;180;325856;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;16.240;325857;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.540;325858;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;240;325859;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;ESPÍRITO SANTO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;260;325860;13;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;10.930;325861;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.830;325862;13;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.890;325864;13;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;13.830;325865;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;7.020;325866;13;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;11.950;325867;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PARAÍBA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;130;325869;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;23.820;325870;13;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;6.910;325871;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;2.650;325872;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;24.430;325873;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;10.980;325874;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;9.640;325875;13;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;990;325876;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;1.050;325877;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;10.080;325878;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;78.460;325879;13;Entrega realizada;14/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;3.720;325881;13;Entrega realizada;15/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;ROCURÔNIO, BROMETO 10 MG/ML;AMPOLA 5 mL;4.540;325882;13;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;50;325865;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;ATRACÚRIO, BESILATO 10MG/ML;AMPOLA 2,5 mL;50;325877;13;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM 5 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 10 mL;35;326044;14;Entrega realizada;24/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;370;326044;14;Entrega realizada;24/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.690;326045;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.570;326046;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;8.060;326047;14;Entrega realizada;24/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;10.480;326049;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;15.670;326056;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;14.710;326057;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.900;326058;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;12.090;326059;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;2.280;326060;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;1.800;326061;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;2.560;326062;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PERNAMBUCO;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;4.070;326063;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;2.450;326064;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;8.490;326065;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;9.020;326066;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RIO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;44.730;326055;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;24.040;326054;14;Entrega realizada;21/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;12.660;326053;14;Entrega realizada;20/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;RIO GRANDE DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;8.650;326052;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;6.360;326051;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;37.010;326050;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;MIDAZOLAM, CLORIDRATO, 1 MG/ML, SOLUÇÃO INJETÁVEL;AMPOLA 5 mL;840;326048;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;200;326044;14;Entrega realizada;24/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;ALAGOAS;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;9.300;326045;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAZONAS;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;600;326046;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;AMAPA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;2.000;326047;14;Entrega realizada;24/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;BAHIA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;3.000;326049;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;CEARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;2.200;326056;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;DISTRITO FEDERAL;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;1.300;326068;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;5.735;326057;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;MINAS GERAIS;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;4.400;326059;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO DO SUL;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;900;326060;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;MATO GROSSO;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;690;326061;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;PARÁ;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;950;326062;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;885;326064;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;PARANÁ;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;3.005;326065;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;18.510;326066;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUL;SANTA CATARINA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;2.270;326051;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;SERGIPE;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 20 mL;400;326069;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 50 mL;46;326053;14;Entrega realizada;20/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;RiO GRANDE DO NORTE;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 100 mL;704;326055;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 100 mL;2.976;326054;14;Entrega realizada;21/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;SÃO PAULO;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 10 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 100 mL;2.539;326050;14;Entrega realizada;18/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;MARANHÃO;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 20 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 50 mL;267;326058;14;Entrega realizada;17/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;PROPOFOL 20 MG/ML, EMULSÃO INJETÁVEL;AMPOLA 50 mL;120;326048;14;Entrega realizada;19/08/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;1.395;327818;15;Entrega realizada;09/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;795;327819;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 2 mL;49.970;327821;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 5 mL;9.980;327821;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORDESTE;PIAUÍ;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;915;327852;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;8.480;327853;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;3.185;327818;15;Entrega realizada;09/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 mL;2.370;327855;15;Entrega realizada;04/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;TOCANTINS;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;1.423;329416;16;Entrega realizada;21/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RORAIMA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;2.596;329415;16;Entrega realizada;23/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;RONDÔNIA;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;605;329414;16;Entrega realizada;22/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SUDESTE;RIO DE JANEIRO;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;113;329413;16;Entrega realizada;21/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NORTE;ACRE;SES;REQUISIÇÃO ADMINISTRATIVA;SUXAMETÔNIO, CLORETO 100 MG PÓ LIOF. INJETÁVEL;-;931;329412;16;Entrega realizada;21/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 10 ML;14.600;330243;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CENTRO-OESTE;GOIÁS;SES;REQUISIÇÃO ADMINISTRATIVA;FENTANILA, CITRATO 0,05 MG/ML ;AMPOLA 5 ML;12.990;330243;17;Entrega realizada;28/09/2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
